ISO	NAME	LAT	LON	ETHNOLOGUE	GLOTTOLOG
tcm	TANAHMERAH	-2.67	132.83	Trans-NewGuinea,TanahMerah	Tanahmerah
aup	MAKAYAM	-8.33	143.08	Trans-NewGuinea,Tirio	Tirio,NuclearTirio
wiu	WIRU	-6.42	144.25	Trans-NewGuinea,Wiru	Wiru
daz	DAO	-3.33	136.33	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes,Auye-Dao
ekg	KAPAUKU	-3.83	135.50	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes
mnz	MONI_2	-3.67	137.00	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes
wod	WOLANI	-3.42	136.75	Trans-NewGuinea,West,WisselLakes	Nuclear_Trans_New_Guinea,PaniaiLakes
meb	MENA	-7.08	143.58	Trans-NewGuinea,Turama-Kikorian,Turama-Omatian	Turama-Kikori,Turama-Omatian
jbk	OMATI	-7.33	144.00	Trans-NewGuinea,Turama-Kikorian,Turama-Omatian	Turama-Kikori,Turama-Omatian
klq	RUMU	-7.17	144.25	Trans-NewGuinea,Tirio,Kairi	Turama-Kikori
tmd	HARUAI	-5.08	144.17	Piawi	Piawi
pnn	PINAI_HAGAHAI_ARAMO	-5.33	144.33	Piawi	Piawi
ulf	USKU	-3.67	140.50	Unclassified	Usku
anz	ANEM	-5.58	149.08	Yele-WestNewBritain,WestNewBritain	Anem
ata	PELE_ATA_WASI	-5.67	151.00	Yele-WestNewBritain,WestNewBritain	Ata
xbn	KENABOI_1	2.37	102.23	Unclassified	Kenaboi
ihp	IHA	-2.92	132.25	Trans-NewGuinea,West,WestBomberai,WestBomberaiProper	West_Bomberai,NuclearWestBomberai
kgv	KARAS	-2.92	132.33	Trans-NewGuinea,West,WestBomberai,Karas	West_Bomberai
bdw	MBAHAM	-3.00	132.67	Trans-NewGuinea,West,WestBomberai,WestBomberaiProper	West_Bomberai,NuclearWestBomberai
kyx	RAPOISI	-5.83	154.83	NorthBougainville,Konua	North_Bougainville
roo	ROTOKAS	-6.00	155.17	NorthBougainville,Rotokas	North_Bougainville,Rotokas-Askopan
had	HATAM	-1.00	134.00	Languageisolate16	Hatam-Mansim
akc	MPUR	-0.75	133.25	Languageisolate18	Mpur
kgr	ABUN	-0.50	132.50	Languageisolate18	Abun
kgw	KARON_DORI	-0.75	132.58	Maybrat	Maybrat
ayz	MAI_BRAT	-1.33	132.50	Maybrat	Maybrat
mqs	BOBAWA	0.50	127.58	WestPapuan,NorthHalmahera,WestMakian	North_Halmahera
gbi	GALELA	2.42	128.33	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera
loa	LODA	1.92	127.75	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,Laba-Loloda
mqo	MADOLE	1.42	127.75	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,Kao-Modole
pgu	PAGU	1.25	127.75	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera
saj	SAHU	1.17	127.50	WestPapuan,NorthHalmahera,Sahu	North_Halmahera,NorthernNorthHalmahera,Sahuan
tby	TABARU	1.50	127.25	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera
tvo	TIDORE	0.75	127.50	WestPapuan,NorthHalmahera,Ternate-Tidore	North_Halmahera,NorthernNorthHalmahera,Ternatean
tlb	TOBELO_2	1.50	128.50	WestPapuan,NorthHalmahera,Galela-Loloda	North_Halmahera,NorthernNorthHalmahera,Tobelo-Tugutil
kzz	KALABRA_2	-1.17	131.58	WestPapuan,WestBirdsHead	West_Birds_Head,SouthWestBirdsHead
mxn	MOI	-1.00	131.50	WestPapuan,WestBirdsHead	West_Birds_Head,Seget-Moi
msg	MORAID_2	-0.92	131.83	WestPapuan,WestBirdsHead	West_Birds_Head,SouthWestBirdsHead
sbg	SEGET	-1.33	131.25	WestPapuan,WestBirdsHead	West_Birds_Head,Seget-Moi
kps	TEHIT	-1.50	132.00	WestPapuan,WestBirdsHead	West_Birds_Head,SouthWestBirdsHead
bon	BINE_KUNINI	-9.00	142.92	EasternTrans-Fly	Eastern_Trans-Fly
tof	GIZRRA_KUPERE	-9.08	142.83	EasternTrans-Fly	Eastern_Trans-Fly
ulk	MERIAM	-9.92	144.08	EasternTrans-Fly	Eastern_Trans-Fly
gdr	UME	-8.75	143.08	EasternTrans-Fly	Eastern_Trans-Fly
nce	NAGATIMAN	-3.75	141.50	Languageisolate19	Yale
yrb	YAREBA	-9.50	148.50	Trans-NewGuinea,SoutheastPapuan,Yareban	Yareban
yva	AMBADAIRU	-1.75	136.25	WestPapuan,Yapen	Yawa
yle	YELETNYE	-11.37	154.17	Yele-WestNewBritain,Yele	Yeli_Dnye
aoi	INGURA	-14.00	136.50	Australian,Gunwingguan,Enindhilyagwa	Anindilyakwa
wdj	PUNGUPUNGU	-13.17	130.17	Australian,Daly,Bringen-Wagaydy,Wagaydy	Anson_Bay
bck	BUNABA	-17.75	125.75	Australian,Bunaban	Bunaban
gni	GOONIYANDI	-18.47	126.33	Australian,Bunaban	Bunaban
bvr	BURARRA	-12.25	134.58	Australian,Gunwingguan,Burarran	Maningrida,Burera-Nakara,Bureran
gge	GOROGONE	-12.25	134.42	Australian,Gunwingguan,Burarran	Maningrida,Burera-Nakara,Bureran
djn	DJAUAN	-14.08	133.25	Australian,Gunwingguan,Djauanic	Gunwinyguan,WesternGunwinyguan
gia	KITJA	-17.50	127.75	Australian,Djeragan	Jarrakan
mep	MIRIWUNG	-15.67	129.00	Australian,Djeragan	Jarrakan
xmu	KAMOR	-13.58	130.83	Australian,Daly,Malagmalag,DalyProper	Eastern_Daly
zml	MATNGALA	-13.83	130.42	Australian,Daly,Malagmalag,DalyProper	Eastern_Daly
gbu	GAAGUDJU	-12.62	132.83	Australian,Gunwingguan,Gagudjuan	Gaagudju
wrk	GARAWA	-17.08	137.17	Australian,Yanyi	Garrwan
err	ERRE	-12.25	132.83	Australian,Giimbiyu	Giimbiyu,Urninganggic
zme	MANGERR	-12.25	133.17	Australian,Giimbiyu	Giimbiyu
urc	URNINGANGG	-13.25	133.17	Australian,Giimbiyu	Giimbiyu,Urninganggic
ngk	BUAN	-13.50	134.83	Australian,Gunwingguan,Ngalkbun	Gunwinyguan,Marne,CentralGunwinyguan
wlg	GUNBALANG_WARLANG	-12.00	134.00	Australian,Gunwingguan,Gunwinggic	Gunwinyguan,Marne
gup	GUNWINGGU_MANYALLALUK_MAYALI	-12.50	133.75	Australian,Gunwingguan,Gunwinggic	Gunwinyguan,Marne,CentralGunwinyguan
ggk	KUNKARAKANY	-12.00	131.00	Australian,Gunwingguan,Gungaraganyan	Kungarakany
amg	AMURDAK	-12.00	133.00	Australian,Yiwaidjan,Amaragic	Iwaidjan_Proper
ibd	IWAIDJA	-11.50	132.67	Australian,Yiwaidjan,Yiwaidjic	Iwaidjan_Proper,CentralIwaidjic
mhg	MARGU	-11.08	132.58	Australian,Yiwaidjan,Margic	Marrku-Wurrugu
mph	MAWNG	-11.92	133.50	Australian,Yiwaidjan,Yiwaidjic	Iwaidjan_Proper
djd	DJAMINDJUNG	-15.08	130.50	Australian,Djamindjungan	Mirndi,Djamindjungan
lrg	LARAGIYA	-12.67	130.83	Australian,Laragiyan	Larrakiyan
lmc	LIMILNGAN	-12.50	131.92	Australian,Limilngan-Wulna	Limilngan
mpc	MANGARAYI	-14.67	133.50	Australian,Gunwingguan,Mangarayic	Mangarrayi-Maran
alh	ALAWA	-15.17	134.25	Australian,Gunwingguan,Maran,Alawic	Mangarrayi-Maran,Maran
mec	MARA	-15.00	135.17	Australian,Gunwingguan,Maran,Mara	Mangarrayi-Maran,Maran,Mara-Warndarang
wnd	WANDARANG	-14.42	135.58	Australian,Gunwingguan,Maran,Mara	Mangarrayi-Maran,Maran,Mara-Warndarang
mwf	MURRINH-PATHA	-14.67	129.67	Australian,Daly,Murrinh-Patha	Southern_Daly
djj	DJEEBBANA	-12.17	134.17	Australian,Gunwingguan,Burarran	Maningrida
nig	NGALAKAN	-14.25	134.00	Australian,Gunwingguan,Rembargic	Gunwinyguan,GunwinyguanBak,EasternGunwinyguan,Jala
nid	NGANDI	-13.83	135.00	Australian,Gunwingguan,Enindhilyagwa	Gunwinyguan,GunwinyguanBak,EasternGunwinyguan
mpb	MULLUKMULLUK	-13.42	130.42	Australian,Daly,Malagmalag,MalagmalagProper	Northern_Daly
woa	TYARAITY	-13.00	130.33	Australian,Daly,Malagmalag,MalagmalagProper	Northern_Daly
nuy	NUNGGUBUYU	-13.75	135.67	Australian,Gunwingguan,Enindhilyagwa	Gunwinyguan,GunwinyguanBak
bcj	BARDI	-16.58	122.92	Australian,Nyulnyulan	Nyulnyulan,Western,Bardic
ywr	YAWURU	-18.00	122.50	Australian,Nyulnyulan	Nyulnyulan,Eastern,Yawuric
adt	ADNYAMATHANHA	-30.50	139.50	Australian,Pama-Nyungan,South-West,Yura	Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura,CoreThuraYura,NorthernThura-Yura
ggr	AGHU_THARRNGGALA	-15.00	144.00	Australian,Pama-Nyungan,Paman,RarmulPama	Pama-Nyungan,Paman,RarmulPama
aer	AKARA	-24.00	136.00	Australian,Pama-Nyungan,Arandic	Pama-Nyungan,Arandic-Thura-Yura,Arandic,Aranda
aly	ALYAWARR_ALYAWARA	-22.50	135.00	Australian,Pama-Nyungan,Arandic	Pama-Nyungan,Arandic-Thura-Yura,Arandic,Aranda
amx	ANMATYERRE	-22.00	133.25	Australian,Pama-Nyungan,Arandic	Pama-Nyungan,Arandic-Thura-Yura,Arandic,Aranda
ard	ARABANA	-28.25	136.25	Australian,Pama-Nyungan,Karnic,Palku	Pama-Nyungan,Karnic,Palku,Arabana-Wangganguru
are	ARRARNTA_WESTERN	-24.00	132.50	Australian,Pama-Nyungan,Arandic	Pama-Nyungan,Arandic-Thura-Yura,Arandic,Aranda
awk	AWABAKAL	-32.90	151.29	Australian,Pama-Nyungan,Worimi	Pama-Nyungan,SoutheasternPama-Nyungan,NewSouthWalesPama-Nyungan,Yuin-Kuri,Kuri,Hunter-Hastings
bia	BADIMAYA	-27.67	118.00	Australian,Pama-Nyungan,South-West,Wadjari	Pama-Nyungan,South-WestPama-Nyungan,Kartu-Nhanda,Kartu
bjb	BANGGARLA	-32.00	137.00	Australian,Pama-Nyungan,South-West,Yura	Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura,CoreThuraYura,NorthernThura-Yura
bjy	BAYALI	-22.75	150.50	Australian,Pama-Nyungan,Waka-Kabic,Kingkel	Pama-Nyungan,Rockhampton-Gladstone
bym	BIDJARA	-25.17	146.00	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric
bzr	BIRRI_AUSTRALIA	-20.50	146.50	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,EasternMaric
bn0	BUNGANDITJ	-36.50	140.50	Australian,Pama-Nyungan,Kulinic	Pama-Nyungan,SoutheasternPama-Nyungan,VictorianPama-Nyungan,Kulin-Bunganditj,Warrnambool-Bunganditj
cx0	COLAC	-38.20	143.30	Australian,Pama-Nyungan,Kulinic,Kulin	Pama-Nyungan,SoutheasternPama-Nyungan,VictorianPama-Nyungan,Kulin-Bunganditj,Kulin
dax	DALWONGO	-12.92	136.17	Australian,Pama-Nyungan,Yuulngu,Dhuwal	Pama-Nyungan,Yuulngu,SouthernYolngu,Southern-EasternYolngu
drl	DARLING	-32.50	142.50	Australian,Pama-Nyungan,Baagandji	Pama-Nyungan,Yarli-Baagandji
da0	DARRKINYUNG	-32.93	150.68	Australian,Pama-Nyungan,Iyora	Pama-Nyungan
dhr	DHARGARI	-23.75	114.92	Australian,Pama-Nyungan,South-West,InlandNgayarda	Pama-Nyungan,South-WestPama-Nyungan,Pilbara,Mantharta
dhu	DHURGA	-35.67	150.00	Australian,Pama-Nyungan,Yuin	Pama-Nyungan,SoutheasternPama-Nyungan,NewSouthWalesPama-Nyungan,Yuin-Kuri,Yuin,NorthernCostalYuin
duj	DHUWAL	-12.67	136.75	Australian,Pama-Nyungan,Yuulngu,Dhuwal	Pama-Nyungan,Yuulngu,SouthernYolngu,Southern-EasternYolngu,Dhuwal-Dhuwala,WesternDhuwal-Dhuwala
dif	DIYARI	-28.00	139.00	Australian,Pama-Nyungan,Karnic,Karna	Pama-Nyungan,Karnic,CentralKarnic,WesternCentralKarnic,Dieric
dd0	DJADJALA	-35.82	142.03	Australian,Pama-Nyungan,Kulinic	Pama-Nyungan
djr	DJAMBARRPUYNGU	-12.17	135.50	Australian,Pama-Nyungan,Yuulngu,Dhuwal	Pama-Nyungan,Yuulngu,SouthernYolngu,Southern-EasternYolngu,Dhuwal-Dhuwala,EasternDhuwal-Dhuwala
dji	DJINANG	-12.33	134.83	Australian,Pama-Nyungan,Yuulngu,Djinang	Pama-Nyungan,Yuulngu,Western-InlandYolngu
djb	DJINBA	-13.00	135.00	Australian,Pama-Nyungan,Yuulngu,Djinang	Pama-Nyungan,Yuulngu,Western-InlandYolngu
wkw	DUUNGIDJAWU	-26.17	153.83	Australian,Pama-Nyungan,Waka-Kabic,Miyan	Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Waka-Kabic,WesternWaka-Kabic
dyy	DYAABUGAY	-16.75	145.58	Australian,Pama-Nyungan,Yidinic	Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yidinic
dyn	DYANGADI	-30.75	152.75	Australian,Pama-Nyungan,Dyangadi	Pama-Nyungan,Macleay-NewEngland
dbl	DYIRBAL	-17.83	145.58	Australian,Pama-Nyungan,Dyirbalic	Pama-Nyungan,HerbertRiver
kld	GAMILARAAY	-29.83	149.50	Australian,Pama-Nyungan,Wiradhuric	Pama-Nyungan,SoutheasternPama-Nyungan,Wiradhuric
gnl	GANGULIDA	-22.83	149.20	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,EasternMaric
bdy	GIDABAL	-28.42	152.42	Australian,Pama-Nyungan,Bandjalangic	Pama-Nyungan,SoutheasternPama-Nyungan,NewSouthWalesPama-Nyungan,Durubal-Bandjalang,Bandjalangic
guf	GOBABINGO	-12.25	135.50	Australian,Pama-Nyungan,Yuulngu,Dhuwal	Pama-Nyungan,Yuulngu,SouthernYolngu,Southern-EasternYolngu,Dhuwal-Dhuwala,EasternDhuwal-Dhuwala
gnn	GOMAIDJ	-12.50	135.50	Australian,Pama-Nyungan,Yuulngu,Dhuwal	Pama-Nyungan,Yuulngu,SouthernYolngu,Southern-EasternYolngu,Dhuwal-Dhuwala,WesternDhuwal-Dhuwala
gdc	GUGU_BUJUN	-18.75	144.50	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,NorthernMaric,Warungu-GuguBadhun
kgs	GUMBAYNGGIR	-30.17	152.50	Australian,Pama-Nyungan,Gumbaynggiric	Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Gumbaynggiric
gyy	GUNYA	-26.50	146.50	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric,Margany-Gunya
gnr	GURENG_GURENG	-25.25	151.00	Australian,Pama-Nyungan,Waka-Kabic,Than	Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Waka-Kabic,EasternWaka-Kabic
gue	GURINDJI	-17.67	130.67	Australian,Pama-Nyungan,South-West,Ngumbin	Pama-Nyungan,DesertNyungic,Ngumpin-Yapa,Ngumpin,Gurindjic
kky	GUUGU_YIMIDHIR	-15.00	144.83	Australian,Pama-Nyungan,Guugu-Yimidhirr	Pama-Nyungan,Yimidhirr-Yalanji-Yidinic
gwu	GUWAMU_2	-27.83	149.00	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric
ddj	JARU	-18.75	128.00	Australian,Pama-Nyungan,South-West,Ngumbin	Pama-Nyungan,DesertNyungic,Ngumpin-Yapa,Ngumpin,Jaru-Ngardi
mwp	KALA_LAGGAW_YA	-10.12	142.12	Australian,Pama-Nyungan,KalaLagawYa	Pama-Nyungan
ktg	KALKUTUNG	-21.00	139.50	Australian,Pama-Nyungan,Galgadungic	Pama-Nyungan,Kalkatungic
kbe	KANJU	-13.33	143.00	Australian,Pama-Nyungan,Paman,NortheasternPama	Pama-Nyungan,Paman,CompromiseMiddlePama,NortheasternPama
gbd	KARADJERI	-19.00	122.00	Australian,Pama-Nyungan,South-West,Marngu	Pama-Nyungan,DesertNyungic,Marrngu
nnr	KAURNA	-34.15	138.30	Australian,Pama-Nyungan,South-West,Yura	Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura,CoreThuraYura,SouthernThura-Yura
gbb	KAYTETYE	-19.38	134.10	Australian,Pama-Nyungan,Arandic	Pama-Nyungan,Arandic-Thura-Yura,Arandic
ktd	KOKATA	-30.00	134.00	Australian,Pama-Nyungan,South-West,Wati	Pama-Nyungan,DesertNyungic,Wati,UnclassifiedWati
gvn	KOKO_YALANDJI	-16.00	145.00	Australian,Pama-Nyungan,Yalandyic	Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yalandyic
uwa	KUKU_UWANH	-14.42	142.00	Australian,Pama-Nyungan,Paman,MiddlePama	Pama-Nyungan,Paman,CompromiseMiddlePama,Wik,Kuku-Wik-Ep,Kuku-Wik,Kuku
kgl	KUNGGARI	-24.25	143.25	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric
kjn	KUNJEN	-16.50	142.50	Australian,Pama-Nyungan,Paman,CentralPama	Pama-Nyungan,Paman,SouthwestPama,UpperSouthwestPaman
vku	KURRAMA	-22.00	117.75	Australian,Pama-Nyungan,South-West,CoastalNgayarda	Pama-Nyungan,South-WestPama-Nyungan,Pilbara,Ngayarda,CentralNgayarda,Yindjibarndi-Kurrama
kuy	KUUKU_YAU	-12.58	143.08	Australian,Pama-Nyungan,Paman,NortheasternPama	Pama-Nyungan,Paman,CompromiseMiddlePama,NortheasternPama
lby	LAMALAMA_COASTAL	-14.50	144.17	Australian,Pama-Nyungan,Paman,Lamalamic	Pama-Nyungan,Paman,Lamalamic
lnj	LINNGITHIGH	-12.80	141.80	Australian,Pama-Nyungan,Paman,NorthernPama	Pama-Nyungan,Paman,NorthernPama,Leningitij-Alngith
mm0	MADIMADI	-34.50	143.50	Australian,Pama-Nyungan,Kulinic	Pama-Nyungan
ma0	MALYANGAPA	-29.43	142.00	Australian,Pama-Nyungan,Karnic,Yarli	Pama-Nyungan
mpj	MANTJILTJARA	-22.67	125.08	Australian,Pama-Nyungan,South-West,Wati	Pama-Nyungan,DesertNyungic,Wati,Martuwangkic,Warnman-Wangka
zmc	MARGANY	-27.00	144.50	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric,Margany-Gunya
vma	MARTUTHUNIRA	-20.83	116.50	Australian,Pama-Nyungan,South-West,CoastalNgayarda	Pama-Nyungan,South-WestPama-Nyungan,Pilbara,Ngayarda,CentralNgayarda
xmy	MAYAGUDUNA	-18.17	140.50	Australian,Pama-Nyungan,Paman,Mayabic	Pama-Nyungan,Paman,Mayabic
mnt	MAYI_THAKURTI	-20.00	140.63	Australian,Pama-Nyungan,Paman,Mayabic	Pama-Nyungan,Paman,Mayabic,NuclearMayabic
vmb	MBABARAM	-17.17	145.00	Australian,Pama-Nyungan,Paman,SouthernPama	Pama-Nyungan,Paman,FinasleighPama
zmu	MURUWARI	-28.75	147.00	Australian,Pama-Nyungan,Muruwaric	Pama-Nyungan,SoutheasternPama-Nyungan,NewSouthWalesPama-Nyungan,Muruwaric
ntj	NGAANYATJARRA	-26.00	126.50	Australian,Pama-Nyungan,South-West,Wati	Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic,Wangkatja-Tjarra,Tjarra
nju	NGADJUNMAYA	-32.33	123.83	Australian,Pama-Nyungan,South-West,Mirning	Pama-Nyungan,South-WestPama-Nyungan,Mirning
nrl	NGALOOMA	-20.83	117.50	Australian,Pama-Nyungan,South-West,CoastalNgayarda	Pama-Nyungan,South-WestPama-Nyungan,Pilbara,Ngayarda,CentralNgayarda,Ngarluma-Kariyarra
nyx	NGANYAYWANA	-30.50	151.67	Australian,Pama-Nyungan,Dyangadi	Pama-Nyungan,Macleay-NewEngland
nxn	NGAWUN	-19.00	141.50	Australian,Pama-Nyungan,Paman,Mayabic	Pama-Nyungan,Paman,Mayabic,NuclearMayabic
ng0	NGUNAWAL	-36.25	148.77	Australian,Pama-Nyungan,Yuin	Pama-Nyungan
nbx	NGURA	-27.33	143.00	Australian,Pama-Nyungan,Karnic,Ngura	Pama-Nyungan,Karnic
nha	NHANDA	-27.00	114.10	Australian,Pama-Nyungan,South-West,Yinggarda	Pama-Nyungan,South-WestPama-Nyungan,Kartu-Nhanda
nna	NYANGUMARTA	-20.00	121.00	Australian,Pama-Nyungan,South-West,Marngu	Pama-Nyungan,DesertNyungic,Marrngu
nyt	NYAWAYGI	-19.00	146.17	Australian,Pama-Nyungan,Dyirbalic	Pama-Nyungan,HerbertRiver,Nyawaygic
nys	NYUNGA_EASTERN	-33.75	122.00	Australian,Pama-Nyungan,South-West,Nyungar	Pama-Nyungan,South-WestPama-Nyungan
pnw	PANYTYIMA	-22.83	118.42	Australian,Pama-Nyungan,South-West,InlandNgayarda	Pama-Nyungan,South-WestPama-Nyungan,Pilbara,Ngayarda,CentralNgayarda
zmv	PARIMANKUTINMA	-14.50	143.93	Australian,Pama-Nyungan,Paman,Mbariman	Pama-Nyungan,Paman,Lamalamic
piu	PINTUPI	-23.00	129.00	Australian,Pama-Nyungan,South-West,Wati	Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic
kdd	PITJANTJATJARA_YANKUNTJATJARA	-27.00	132.00	Australian,Pama-Nyungan,South-West,Wati	Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic,Wangkatja-Tjarra,Tjarra
pit	PITTA_PITTA	-22.83	140.00	Australian,Pama-Nyungan,Karnic,Palku	Pama-Nyungan,Karnic,Palku,Pitta-Pitta
rit	RITHARNGU	-12.83	135.50	Australian,Pama-Nyungan,Yuulngu,Dhuwal	Pama-Nyungan,Yuulngu,SouthernYolngu
thd	THAYORE	-14.35	141.50	Australian,Pama-Nyungan,Paman,WesternPama	Pama-Nyungan,Paman,SouthwestPama,UpperSouthwestPaman
tbh	THURAWAL	-34.50	150.50	Australian,Pama-Nyungan,Yuin	Pama-Nyungan,SoutheasternPama-Nyungan,NewSouthWalesPama-Nyungan,Yuin-Kuri,Yuin,NorthernCostalYuin
umg	UMBUYKAMU	-14.20	143.83	Australian,Pama-Nyungan,Paman,Lamalamic	Pama-Nyungan,Paman,Lamalamic
urf	URADHI_ANGKAMUTHI	-11.92	142.42	Australian,Pama-Nyungan,Paman,NorthernPama	Pama-Nyungan,Paman,CompromiseMiddlePama,NortheasternPama
wga	WAGAYA	-20.17	137.00	Australian,Pama-Nyungan,Wagaya-Warluwaric,Warluwara-Thawa	Pama-Nyungan,Ngarna,SouthernNgarna,Ngarru
wbv	WAJARRI	-26.00	117.50	Australian,Pama-Nyungan,South-West,Wadjari	Pama-Nyungan,South-WestPama-Nyungan,Kartu-Nhanda,Kartu
wmt	WALMAJARRI	-19.50	125.75	Australian,Pama-Nyungan,South-West,Ngumbin	Pama-Nyungan,DesertNyungic,Ngumpin-Yapa,Ngumpin
wyb	WANGAAYBUWAN_NGIYAMBAA	-31.75	145.50	Australian,Pama-Nyungan,Wiradhuric	Pama-Nyungan,SoutheasternPama-Nyungan,Wiradhuric
wgg	WANGGANGURU	-25.83	136.00	Australian,Pama-Nyungan,Karnic,Palku	Pama-Nyungan,Karnic,Palku,Arabana-Wangganguru
pjt	WANGKA_WIRU	-26.00	130.00	Australian,Pama-Nyungan,South-West,Wati	Pama-Nyungan,DesertNyungic,Wati,Pintupic,NuclearPintupic,Wangkatja-Tjarra,Tjarra
wgy	WARGAMAY	-18.58	146.08	Australian,Pama-Nyungan,Dyirbalic	Pama-Nyungan,HerbertRiver
wbp	WARLPIRI	-20.00	132.33	Australian,Pama-Nyungan,South-West,Ngarga	Pama-Nyungan,DesertNyungic,Ngumpin-Yapa,Yapa
wrb	WARLUWARA	-22.00	138.50	Australian,Pama-Nyungan,Wagaya-Warluwaric,Warluwara-Thawa	Pama-Nyungan,Ngarna,SouthernNgarna,Thawa
wx0	WARRNAMBOOL	-38.15	142.30	Australian,Pama-Nyungan,Kulinic,Kulin	Pama-Nyungan,SoutheasternPama-Nyungan,VictorianPama-Nyungan,Kulin-Bunganditj,Warrnambool-Bunganditj
wrg	WARUNGU	-18.00	145.00	Australian,Pama-Nyungan,Maric	Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,NorthernMaric,Warungu-GuguBadhun
wt0	WATHAWURRUNG	-38.00	144.00	Australian,Pama-Nyungan	Pama-Nyungan,SoutheasternPama-Nyungan,VictorianPama-Nyungan,Kulin-Bunganditj,Kulin,NuclearKulin
ww0	WEMBAWEMBA	-35.33	144.00	Australian,Pama-Nyungan,Kulinic	Pama-Nyungan
wim	WIK_MUNGKAN	-13.92	141.75	Australian,Pama-Nyungan,Paman,MiddlePama	Pama-Nyungan,Paman,CompromiseMiddlePama,Wik,Kuku-Wik-Ep,Kuku-Wik
wrh	WIRADHURI	-34.00	146.00	Australian,Pama-Nyungan,Wiradhuric	Pama-Nyungan,SoutheasternPama-Nyungan,Wiradhuric
wgu	WIRANGU	-32.00	134.00	Australian,Pama-Nyungan,South-West,Yura	Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura,CoreThuraYura
wr0	WOIWURRUNG	-37.30	145.30	Australian,Pama-Nyungan,Kulinic,Kulin	Pama-Nyungan,SoutheasternPama-Nyungan,VictorianPama-Nyungan,Kulin-Bunganditj,Kulin,NuclearKulin
kda	WORIMI	-31.55	151.63	Australian,Pama-Nyungan,Worimi	Pama-Nyungan,SoutheasternPama-Nyungan,NewSouthWalesPama-Nyungan,Yuin-Kuri,Kuri,Hunter-Hastings
qgu	WULGURU	-19.00	146.50	Australian,Pama-Nyungan,Dyirbalic	Pama-Nyungan,HerbertRiver,Nyawaygic
wlu	WULIWULI	-24.53	150.10	Australian,Pama-Nyungan,Waka-Kabic,Miyan	Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Waka-Kabic,WesternWaka-Kabic
ylr	YALARNNGA	-21.69	139.50	Australian,Pama-Nyungan,Galgadungic	Pama-Nyungan,Kalkatungic
jay	YANANGO	-12.08	134.92	Australian,Pama-Nyungan,Yuulngu,Dhangu	Pama-Nyungan,Yuulngu
ynd	YANDRUWANDHA	-28.33	140.50	Australian,Pama-Nyungan,Karnic,Karna	Pama-Nyungan,Karnic,CentralKarnic,WesternCentralKarnic,Yandruwandhic
jao	YANYUWA	-16.42	137.17	Australian,Pama-Nyungan,Yanyuwan	Pama-Nyungan,Ngarna
yyg	YAYGIR	-29.40	153.00	Australian,Pama-Nyungan,Gumbaynggiric	Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Gumbaynggiric
yii	YIDINY	-17.00	145.75	Australian,Pama-Nyungan,Yidinic	Pama-Nyungan,Yimidhirr-Yalanji-Yidinic,Yidinic
