ISO	NAME	LAT	LON	ETHNOLOGUE	GLOTTOLOG
gwj	GWI	-22.67	21.75	Khoisan,SouthernAfrica,Central,Tshu-Khwe,Southwest	Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Naro-Ana,Ana
gnk	GXANA	-22.17	23.33	Khoisan,SouthernAfrica,Central,Tshu-Khwe,Northwest	Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Naro-Ana,Ana
naq	KHOEKHOEGOWAB	-25.50	18.00	Khoisan,SouthernAfrica,Central,Nama	Khoe-Kwadi,Khoe,Khoekhoe
xuu	KHWE	-17.50	22.50	Khoisan,SouthernAfrica,Central,Tshu-Khwe,Northwest	Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Kxoe-Ani
kqz	KORANA	-29.50	20.50	Khoisan,SouthernAfrica,Central,Nama	Khoe-Kwadi,Khoe,Khoekhoe
kwz	KWADI	-16.27	12.30	Khoisan,SouthernAfrica,Central,Kwadi	Khoe-Kwadi
hio	MASARWA_TATI	-22.50	26.00	Khoisan,SouthernAfrica,Central,Tshu-Khwe,Northeast	Khoe-Kwadi,Khoe,Non-Khoekhoe,Ost-Kxoe,Tshwa
nhr	NARO	-22.50	20.50	Khoisan,SouthernAfrica,Central,Tshu-Khwe,Southwest	Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Naro-Ana
ho0	HOAN	-23.92	24.95	Khoisan,SouthernAfrica,Northern	Kxa
ktz	JUHOAN	-19.00	21.00	Khoisan,SouthernAfrica,Northern	Kxa,Ju-Kung
aue	KAUEN	-21.33	21.75	Khoisan,SouthernAfrica,Northern	Kxa,Ju-Kung
knw	KUNG	-19.67	18.00	Khoisan,SouthernAfrica,Northern	Kxa,Ju-Kung
oun	O_KUNG	-17.00	18.75	Khoisan,SouthernAfrica,Northern	Kxa,Ju-Kung
sad	SANDAWE	-5.00	35.00	Khoisan,Sandawe	Sandawe
nmn	AUNI	-24.00	21.50	Khoisan,SouthernAfrica,Southern,Hua	Tuu,Hua,Taa
xeg	BATWA	-29.00	26.00	Khoisan,SouthernAfrica,Southern,!Kwi	Tuu,!Kwi
xam	KAM_KA_KE	-31.00	21.00	Khoisan,SouthernAfrica,Southern,!Kwi	Tuu,!Kwi
ngh	NG_KE	-26.00	21.00	Khoisan,SouthernAfrica,Southern,!Kwi	Tuu,!Kwi
hts	HADZA	-3.75	35.17	Khoisan,Hatsa	Hadza
awo	AWAK	9.87	11.33	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Waja,Awak	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen,Tula-Waja,Tulaic,Awak-Kamo
bcn	BALI_NIGERIA	8.82	11.30	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Bali-Kpasam
bes	BESME	9.58	16.08	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim-Besme-Goundo
glc	BON_GULA	10.42	19.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua
bub	BUA	10.00	18.00	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua
bys	BURAK	9.50	11.08	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Jen	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen,Bikwin-Jen,Bikwin,Burak-Loo
dbd	DADIYA	9.58	11.33	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Waja,Dadiya	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen,Tula-Waja,Tulaic,NuclearTulaic
dmm	DAMA	8.67	14.33	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Dama-Galke	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Dama-Galke
dai	DAY	8.75	17.83	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Day	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day
dow	DOOHWAAYAAYO	8.67	13.08	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Vere-Dowayo,Dowayo	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo,Vere-Dowayo
fal	FALI	9.33	13.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Fali	Atlantic-Congo,Volta-Congo,UnclassifiedVolta-Congo,AdamawaFali
gke	GALKE	8.08	14.33	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Dama-Galke	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Dama-Galke
geg	GENGLE	9.33	12.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang
goy	GOUNDO	9.50	16.25	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim-Besme-Goundo
glj	GULA_IRO	10.25	19.42	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua
kbn	KALI	6.67	16.33	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic
kzr	KARANG	7.67	15.00	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic
kia	KIM	9.92	15.92	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim-Besme-Goundo
xuo	KO	8.00	15.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Koh	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum
pbn	KPASHAM	8.75	11.25	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Bali-Kpasam
ksm	KUMBA	8.83	12.00	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang
lbi	LABI	7.92	15.25	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,La'bi	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa
wok	LONGTO	8.33	13.08	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Voko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo
lnu	LONGUDA	9.75	11.83	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Longuda	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen
nie	LUA_NIELLIM	9.75	17.75	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua
mcs	MAMBAI	9.50	13.92	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Tupuri-Mambai	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai
mdd	MBUM	7.75	13.17	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Southern	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic
ver	MOMI	9.00	12.75	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Vere	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Vere
mua	MUNDANG	9.67	14.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Tupuri-Mambai	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai,Mundangic
nzy	NGOUMI	7.68	15.37	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic
muo	NYONG	5.92	10.42	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Leko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Sambaic,Samba-Leko-Perema-Mumbake,Perema-Mumbake
pmn	PAM	8.00	14.33	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Unclassified	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai,Mundangic
pgs	PANGSENG	8.00	10.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Mumuyeic
pfe	PEERE	7.75	12.42	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Kutin	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo
rax	RANG	8.00	10.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Mumuyeic
ndi	SAMBA_LEKO	8.50	12.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Leko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Sambaic,Samba-Leko-Perema-Mumbake
tdo	TEME	8.75	11.38	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme
toz	TO	7.58	15.27	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Unclassified	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,UnclassifiedMbum
tui	TUPURI	10.17	14.75	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Tupuri-Mambai	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai
wja	WAJA	10.00	11.67	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Waja,Tula	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen,Tula-Waja
wav	WAKA	8.78	11.50	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme,Waka-Yandang
ynq	YANDANG	9.00	12.07	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme,Waka-Yandang
yot	YOTI	9.00	12.97	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Bali-Kpasam
ibe	AKUNNU	7.58	5.92	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes	Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid
tvu	A44_NEN	4.75	10.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbam,West(A.44)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,WestMbam(A.40),Mandi-Nyokon
lfa	A51_BAFIA_MAJA	5.10	11.20	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia
ksf	A53_BAFIA_RIKPA	5.00	11.17	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia
ngy	A54_BAFIA_NJANTI	5.30	11.30	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.54)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50)
yas	A60_GUNU	4.58	11.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbam,Yambasa(A.60)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60)
mmu	A60_MMAALA	4.50	11.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbam,Yambasa(A.60)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa
bag	A61_NGORO_ASOM	4.58	11.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbam,Sanaga(A.601)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Sanaga(A.60)
yav	A62_KALONGE	4.43	11.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbam,Yambasa(A.60)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa
ewo	A72a_EWONDO	4.00	12.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Yaunde-Fang(A.72)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Yaunde-Fang(A.70),Ewondo-Bebele
mij	ABAR	6.58	10.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Yemne-Kimbi	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid
btu	AFI_AMANDA	6.80	10.95	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Tivoid	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Tivoid,NorthTivoid
agq	AGHEM_ISU	6.67	10.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Ring,West	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,WestRing
akw	AKWA	-0.25	15.85	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mbosi(C.22)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Koyo-Mboshi
myg	AMASI	6.00	9.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Tivoid	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,SouthwestGrassfields
ael	AMBELE_2	5.92	9.67	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,WesternMomo	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields
auh	AUSHI	-11.00	29.00	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,M,Bemba(M.402)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Bwile-Bemba,Sabi,SouthernSabi,Bemba(M.40)
azo	AWING	5.87	10.28	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Ngemba	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Ngembaic
mye	B11c_GALWA_1	-1.25	9.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Myene(B.11)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,B10-B30
koq	B25_KOTA_2	0.00	12.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Kele(B.25)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Keleic,GreaterKota,Kota-Mahongwe
dhm	B312_HIMBA	-16.50	13.75	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,R,Herero(R.30)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Herero-Nkumbi-Wambo,Herero(R.30)
bbg	B414_VARAMA	-2.50	10.75	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Sira(B.402)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Sangu-Sira-Punu,Sira-Punu,Sira-Barama
swj	B41_SHIRA	-1.75	10.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Sira(B.41)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Sangu-Sira-Punu,Sira-Punu,Sira-Barama
snq	B42_SANGU_2	-1.50	11.83	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Sira(B.42)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Sangu-Sira-Punu
puu	B431_VUNGU	-2.50	11.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Sira(B.43)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Sangu-Sira-Punu,Sira-Punu,Punu-Vungu
lup	B44_LUMBU_YI_BANDA	-3.00	10.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Sira(B.44)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Sira(B.40),Lumbuic
nmd	B63_NDUUMO_KUYA	-1.67	13.58	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbere(B.63)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njebe-Mbete-Teke,Mbere(B.60),Ndumu-Bakanike
ifm	B70_TEKE_OMVULA	-3.67	15.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Teke(B.77)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njebe-Mbete-Teke,Teke(B.70),SouthTeke
kkw	B77a_KUKUYA_1	-2.33	14.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Teke(B.77)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njebe-Mbete-Teke,Teke(B.70),SouthTeke
soo	B85d_TSONG	-4.67	18.08	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,Unclassified	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Nsong
diz	B86_DZING_BISEY	-4.33	19.50	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Yanzi(B.86)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Umlaut
zmp	B871_MPIIN_2	-5.17	19.33	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Yanzi(B.84)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Yanzi(B.80),Kwilu-Nsong
bbk	BABANKI	6.08	10.32	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Ring,Center	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,CenterRing
bbw	BABA	06.12	10.52	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nun	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Mbam-NkamNun,Mungakaic
bvx	BABOLE_DZEKE	1.08	17.25	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngundi(C.101)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Likouala-Sangha
