DOCULECT	LAT	LON	CLS
BRETON	48.0000	-3.0000	Indo-European,Celtic,Insular,Brythonic
GAELIC_SCOTTISH	57.0000	-4.0000	Indo-European,Celtic,Insular,Goidelic
IRISH_GAELIC	53.0000	-8.0000	Indo-European,Celtic,Insular,Goidelic
MANX	54.1700	-4.5000	Indo-European,Celtic,Insular,Goidelic
WELSH	52.0000	-3.0000	Indo-European,Celtic,Insular,Brythonic
